track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,duration_min
4VwPsMcRt1HPVKIdcwY9Uj,Outshined,Soundgarden,63,2W6MaUiInBkna5DfBES4E3,Badmotorfinger (25th Anniversary Remaster),1991-10-08,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.485,0.841,2,-6.068,Minor,0.0307,1.73e-4,0.00686,0.125,0.551,94.867,311000,5.183333333333334
1zrba5qe6xkC84AlbXNa6u,Fantasy,Aldo Nova,51,5yuNWH3LirUIO2yOT0XJY2,Aldo Nova,1982,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.515,0.878,0,-6.808,Major,0.0707,4.7e-5,3.49e-4,0.138,0.371,131.268,303293,5.054883333333334
39MsGu3FUJ5mofWxTvDL1A,Rooftop,NOËP,45,6hmaqsQ40vmdt03qqR3bZi,Rooftop,2016-10-14,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.793,0.648,6,-6.798,Major,0.268,0.485,9.88e-6,0.211,0.597,120.017,175918,2.931966666666667
5J409CCD03eO7CQ050fiGx,6 8,Gabriel Garzón-Montano,1,0Hh1SKJZum1bstHufoLYZG,Bishouné: Alma Del Huila (Deluxe),2014-11-14,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.824,0.136,0,-7.938,Major,0.0588,0.894,0.0035,0.0765,0.155,115.03,298781,4.979683333333333
7nhbNqmt5VVvVdgOtVqzZB,Te Olvidé,NAIZA,30,0KFVaX4zXCSATk42iYP4gg,Te Olvidé,2020-01-17,Reggaeton 2020 ☀,7xWuNevFBmwnFEg6wzdCc7,latin,reggaeton,0.8,0.518,6,-8.777,Minor,0.472,0.158,1.31e-5,0.11,0.597,183.999,182617,3.043616666666667
6KugjM6PRQO7eqLo9AfWiL,Stay Close,Barney Artist,41,50Ov4yZEvCvWFYF9ZMWRJA,Painting Sounds,2016-04-29,Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,0.869,0.647,1,-8.547,Minor,0.349,0.317,2.24e-5,0.181,0.325,110.135,156687,2.61145
4CRD9NiBb23XQEhupP97dR,Dimensions,Aristic,23,3DndpcVBd21vi9cQcliC7R,Dimensions,2019-09-20,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.41,0.992,1,-2.631,Major,0.163,3.67e-4,2.88e-4,0.254,0.441,170.016,244235,4.0705833333333334
6hINYyioHOo4W2YmykvdGj,I'm Like A Bird - Acoustic Version,Nelly Furtado,2,0on8zrPIIlANtVlNw6Uea7,"Whoa, Nelly! (Special Edition)",2008-01-01,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.392,0.628,10,-5.925,Major,0.0345,0.289,0,0.174,0.247,160.018,236440,3.9406666666666665
38mwJAySCI0sxFWJvN3KbC,Großstadtdschungel,Miami Yacine,43,4jXwUasl1CdFixsX4uufE2,Großstadtdschungel,2017-09-08,GANGSTA Rap,5GA8GDo7RQC3JEanT81B3g,rap,gangster rap,0.778,0.712,2,-5.824,Major,0.244,0.212,1.59e-6,0.111,0.181,117.944,229880,3.8313333333333333
1FCdsMKI7eauYb1PJGGTbO,Missing Piece,Honey Butter,38,7dW9lsoQEbXLATvNtdBVq1,Honey Butter,2019-12-02,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.608,0.623,9,-7.84,Major,0.146,0.0851,0,0.0888,0.671,91.689,229499,3.8249833333333334
29j9n05zrPl5ZXwfKiA0Jx,Too Much,Zendaya,37,5Ij7zfMbUQqBqgYMCJ8qax,Too Much (From “Zapped”),2014-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.755,0.969,2,-3.752,Minor,0.193,0.203,6.8e-5,0.192,0.605,107.036,187333,3.1222166666666666
74uDOPHx4mvX6v4qSXiXnH,Estar Enamorado,Golpe a Golpe,0,2SgkDFM6n0WdhxBTPneycV,Puro Reggaeton Urbano,2010,Latin Pop antiguo,4BmnnqWEQAamNoVjtjrQJP,latin,latin pop,0.791,0.788,1,-6.48,Major,0.079,0.0502,0,0.173,0.719,89.987,205440,3.424
7979U8R0HwkgpuRjcDpch2,Here I Am (feat. Michael Shynes),Le P,35,3i8Fx7JfZqDceAzze9S5CB,Here I Am (feat. Michael Shynes),2019-07-26,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.69,0.616,0,-7.756,Major,0.0303,0.417,0,0.228,0.333,103.018,212655,3.54425
2NwDFXgDujx1ipYaKsyXn5,Thunder - Radio Edit,W&W,19,1FpfNAEADDz1sFVJBdbZG0,"A State Of Trance 600 - Madison Square Garden, New York City (Highlights)",2013-08-02,♥ EDM LOVE 2020,6jI1gFr6ANFtT8MmTvA2Ux,edm,progressive electro house,0.629,0.886,7,-3.661,Minor,0.0589,0.00484,0.814,0.1,0.18,128.003,170625,2.84375
6WZHm21UPkvcmh5VLjhFZg,Ingenting At Sige (feat. NODE),Gilli,60,23XWJkbajNgPdvmwHoXeUp,Kiko,2019-07-13,DK rap,37i9dQZF1DXdhDukKQ88Cc,rap,hip hop,0.821,0.561,7,-6.682,Major,0.205,0.0104,0,0.0954,0.568,99.981,189226,3.153766666666667
4T6p9mFEP9J1HbQWfdIP6F,Guilty Pleasure,Bryce Vine,50,3FxhIYHnMRF3172VF5f5RR,Lazy Fair,2014-04-15,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.641,0.844,6,-5.758,Major,0.0465,0.0032,0,0.106,0.834,150.03,204435,3.40725
0gcawCt9KlflhyWkqhyS7t,The Olden Days,LVDS,26,4GRPVdXTn23IcuziKiZEmi,The Olden Days,2019-10-25,Electro Swing Top 100,5M7xLCQTYJL0lbKIrUn3a4,edm,electro house,0.845,0.722,2,-5.669,Major,0.0782,0.102,0.45,0.139,0.481,95.021,197053,3.2842166666666666
0bxmVPKnEopTyuMMkaTvUb,Issues/Hold On,Teyana Taylor,67,0mwf6u9KVhZDCNVyIi6JuU,K.T.S.E.,2018-06-23,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.528,0.523,7,-4.82,Major,0.0523,0.833,1.53e-6,0.103,0.692,93.06,185979,3.09965
7F5fy8py8jbzCLxPfIt7dF,Feel Alive,Jack & James,40,5tvMedTHEn6aXuZ0asTIu6,Feel Alive,2019-05-10,Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,0.701,0.587,0,-6.262,Minor,0.0378,0.0225,0.0026,0.238,0.472,127.966,170618,2.8436333333333335
1ORb6uGvpjsFwZK8FUpzWy,Aire soy (feat. Ximena Sariñana),Miguel Bosé,63,6mgs9ywhBqW5QSCMyYPC3g,Papitwo (Deluxe),2012-09-04,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.708,0.478,10,-11.466,Minor,0.0244,0.187,0.00985,0.0653,0.625,109.002,248049,4.13415
5moQ2JNpgLALsYDdqqLL1M,Spaceman I Used to Know (Tom Buster Mix),PMZ,0,1CC4NsnkBOEW7riSclKr0s,Edm Beat Essentials 2013: Superroo,2013-04-01,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,0.514,0.794,3,-4.813,Minor,0.0514,0.00323,2.95e-4,0.0928,0.164,125.973,289542,4.8257
4kK14radw0XfwxJDPt9tnP,Painting (Masterpiece),Lewis Del Mar,57,7BKGTpCWDwTCeHnlLFcfLJ,Lewis Del Mar,2016-10-07,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.726,0.861,6,-5.167,Major,0.0695,0.277,4.12e-6,0.0534,0.711,91.966,243413,4.056883333333333
63pQm5g0IXLckrv9X3KEyX,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,59,30AG0X0C5Gl5zrm5TsAqlH,The Papercut Chronicles II (Deluxe),2011-11-15,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.646,0.795,9,-3.293,Major,0.0976,0.0319,0,0.267,0.796,89.99,210960,3.516
2FRmJ7myndFq7J8VEp4g4w,Don't Be the Reason,Macy Martin,38,7JggFEyqefSVXjqb01f8fE,Don't Be the Reason,2019-10-25,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.528,0.8,3,-6.739,Major,0.0941,0.122,5.93e-5,0.114,0.688,181.855,174360,2.906
3ihK0bdxDfJmsxLHmK74kR,We Dance,Bright Ones,35,1tkbwMwtLCA575ZKqXFgx7,Bright Ones,2018-04-27,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.739,0.635,1,-5.821,Major,0.0327,0.00821,1.67e-4,0.113,0.268,130.032,234774,3.9129
1HPYQsdYYNgtSvm8JOtsWk,Don't Ask,Aeris Roves,47,4ZTPLKFSwhQP2Z1ZfvQTu4,Don't Ask,2019-05-17,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.624,0.418,4,-7.714,Major,0.132,0.414,8.6e-6,0.105,0.387,178.028,167240,2.787333333333333
2cMXvhXlXMHpQLW7UTTWUp,as time goes by,Kuranes,43,6TvVjf2yTVn2jvBQMDtzn1,bad habits,2018-10-20,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.672,0.388,6,-15.317,Minor,0.0656,0.859,0.914,0.144,0.619,69.017,104348,1.7391333333333334
73O59WKnSJ5WGz5QK76N7l,Boom,G. Dot & Born,9,0UhpcGw8nGVZglYRkaNotM,Boom,2019-08-30,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.75,0.774,7,-9.312,Major,0.293,0.221,0,0.112,0.63,92.034,180898,3.0149666666666666
2cVJwPD5CaTx2kBZyomzGN,En el 2000,Natalia Lafourcade,63,2NHUkx5kUzp2r2laL2fonJ,Natalia Lafourcade,2002-07-05,Latin Pop antiguo,4BmnnqWEQAamNoVjtjrQJP,latin,latin pop,0.546,0.678,7,-7.733,Major,0.0819,0.474,0,0.353,0.825,95.027,215000,3.5833333333333335
4FsRlRhDGhnbuHKVM2CCRH,Querida Maldita,Bascur,22,5t2oiymUTs3rLCZEL7aXZu,Piano Piano,2014-11-01,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.677,0.88,11,-4.144,Minor,0.18,0.0418,0,0.322,0.701,90.018,217949,3.6324833333333335
3zVf7Ssg55ioIak3B1aWSY,Cosas Bonitas,Grupo Niche,54,3igVKSNDdHZkHVYGoAe3Yu,Cosas Bonitas,2019-06-07,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.757,0.759,7,-5.928,Major,0.0385,0.486,4.1e-6,0.305,0.727,96.052,260632,4.343866666666667
1XUkeGjCHXUcus4U7WzYmF,Touch Me - All Night Long,Wish & Fonda Rae,22,4iiMHg0Jvy2sZ7ro2ql0dj,"Disco Nights, Vol. 6",2005-01-01,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.763,0.702,10,-9.531,Minor,0.0767,0.00212,0.479,0.0516,0.612,115.234,288560,4.809333333333333
4nqNqpty408dTki8fjpLHJ,Smoker's Paradise,Spanish Fly,9,1jVAlM4Qq9K5BErXI9e2Nq,Crimes Of Agony,2003,Chicano Rap,3o3xRXWMtBMezk0E3wmtGI,latin,latin hip hop,0.93,0.693,4,-8.727,Minor,0.239,0.00635,1.11e-4,0.1,0.765,98.049,237533,3.9588833333333335
2b9l0MfkLgkBIi4Ee8iinZ,Keep Working,Vaski,45,0d2BrgQEf08iPPASFi1PyZ,Keep Working,2019-12-04,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.701,0.682,5,-11.993,Major,0.205,0.0285,0.00319,0.332,0.267,100.029,211168,3.5194666666666667
5TVDnNLRq8ABVgfVqVqtsQ,Amor Frutero,Camila Luna,41,0K2e7hGdBB7FKM0NtpkYaK,Flora y Fauna,2017-03-02,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.873,0.648,11,-3.105,Minor,0.0345,0.719,1.5e-5,0.376,0.904,110.021,173312,2.888533333333333
4k3uABcX9iaGlt5pRJhumi,stupid,Tate McRae,78,0uzAVFqstsfwdLtnDs6zm8,stupid,2019-12-06,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.673,0.579,0,-6.029,Minor,0.0392,0.0692,8.61e-5,0.186,0.262,96.009,172916,2.8819333333333335
6U8TcYGLSinKxjtfPcCPrh,"Christmas Ain't Christmas, New Years Ain't New Years Without The One You Love",The O'Jays,0,4VqtV4YAQ04V8QWNb83F09,Have A Merry Chess Christmas,1988-01-01,Christmas Soul,6FZYc2BvF7tColxO8PBShV,r&b,neo soul,0.528,0.433,3,-12.278,Major,0.0385,0.599,0,0.457,0.722,129.977,136360,2.272666666666667
2OqQDFY4MgzkAoAZ67CscA,Sundo,Imago,62,2WNYwZg6JlIjSkQGq0fggk,Blush,2007,Pinoy Classic Rock,37i9dQZF1DWYDQ8wBxd7xt,rock,classic rock,0.493,0.515,9,-6.551,Major,0.0232,0.468,1.27e-5,0.0873,0.334,79.987,243653,4.060883333333333
59acp1OhcvxwVBwQJBYKuX,Loose,Daniel Caesar,61,3xybjP7r2VsWzwvDQipdM0,Freudian,2017-08-25,NEO-soul,3q3M4VCymcMoxJ3Tl7mRqN,r&b,neo soul,0.198,0.162,1,-15.815,Major,0.0343,0.926,0.00896,0.135,0.0527,70.453,185523,3.09205
3sRCesHh424gmCji7Fz9Gm,I Wonder If I Take You Home,Lisa Lisa & Cult Jam,51,69c909n13KcSJPXxi6kPhG,Playlist: The Very Best Of Lisa Lisa & Cult Jam,1985,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.844,0.647,7,-9.248,Major,0.0877,0.0405,0.132,0.106,0.58,115.164,404213,6.736883333333333
56jmQ1ZWXUWNmIQQZb14bJ,Dick in Da Dope,Divine Council,40,5KpQuDLGm8iN2yyyMg2u9k,Council World,2016-12-02,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.953,0.699,11,-5.861,Major,0.204,0.0612,0,0.1,0.258,120.018,103993,1.7332166666666666
3pjlAhfQPPG7LFWiUo6jMo,Culpable O No,Ana Guerra,57,1CzG7tDTXcDVgpTwUwjh4s,Culpable O No,2019-12-19,Latin Pop Rising,37i9dQZF1DX8womvTyUjrN,latin,latin pop,0.605,0.813,10,-3.32,Major,0.0408,0.0974,0,0.329,0.476,132.049,214592,3.5765333333333333
7IX2e7pEShera9T1QIMvi7,Baby I'm-a Want You,Bread,58,5OlNb8PMZXFkhhtSrhLuO5,Baby I'm-a Want You,1972,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.613,0.289,8,-16.529,Major,0.0305,0.743,1.57e-6,0.0617,0.553,144.188,150707,2.5117833333333333
1ZPWWSwCkxKfqdp4H0RFCo,ROXANNE,Arizona Zervas,71,1BAHbTOKeZ1w0DeFSVi5Tn,ROXANNE,2019-10-10,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.621,0.601,6,-5.616,Minor,0.148,0.0522,0,0.46,0.457,116.735,163636,2.7272666666666665
6UGpcXcENaUqQKPc6oqOe4,The Book of Love,The Magnetic Fields,60,2js3lkzAjWpD656NK7ZaJX,69 Love Songs,1999-09-14,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.484,0.262,7,-13.286,Major,0.0263,0.978,5.99e-5,0.117,0.332,98.516,162413,2.7068833333333333
0lz4rVOk2ovGAS5aWjaPTA,Children,MATTN,58,3ogv1GgIeGp8DPGmJky4zI,Children,2019-05-10,EDM 2020 House & Dance,25ButZrVb1Zj1MJioMs09D,edm,pop edm,0.576,0.977,5,-3.106,Minor,0.0392,4.52e-4,4.5e-4,0.163,0.235,128.054,158438,2.640633333333333
4EmokJEqiyqIUPJ8W1MbbW,Awakening,Throw The Fight,46,563WVcixzFSli4vAEm3Qxr,Awakening,2019-01-11,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.406,0.99,1,-2.449,Minor,0.191,0.00197,0,0.107,0.245,82.883,191027,3.1837833333333334
4IdV6Dun39jOadZ6kRheQ5,Keep On Breaking My Heart,Seramic,39,3LbocNpMnmWcRcsyQJqpZw,Keep On Breaking My Heart,2019-02-22,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.505,0.267,9,-7.372,Major,0.0386,0.793,0,0.154,0.236,127.769,210352,3.5058666666666665
7bQLDZ0sADheki5ic1n7Op,Tennessee,Arrested Development,0,5rqEvfMGCs5jsZL0iplOzF,"3 Years, 5 Months And 2 Days In The Life Of...",1992-03-24,New Jack Swing - 90s R&B fused w Hip Hop,79xd4wnVuKZK4rJMsL2wPa,r&b,new jack swing,0.816,0.653,1,-10.26,Minor,0.192,0.0263,1.02e-6,0.318,0.655,99.879,272707,4.545116666666667
73jxc8OqPUqXEzsRnCgw8M,Love Song,Tesla,53,2FJ0CYfIvogvi1gV6dH8Gl,Time's Makin' Changes: The Best Of Tesla,1995-01-01,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.355,0.379,7,-8.172,Major,0.0361,0.396,0.0393,0.15,0.329,164.989,321267,5.35445
3b1TJu58AWEiGvnUwDdhag,SPOTLIGHT,eill,44,0BswQmCfVFxm9fJslwiVnp,SPOTLIGHT,2019-11-06,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.638,0.735,8,-4.635,Major,0.0873,0.0269,0,0.0603,0.628,99.964,221387,3.689783333333333
1VGoxAxuw65pJW0ATxjFpu,Strike Back,We As Human,45,79dn7GARLrAgKx28cwvLea,We As Human,2011-06-21,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.523,0.919,5,-3.771,Major,0.0383,4.58e-5,4.5e-6,0.168,0.385,110.017,194147,3.2357833333333335
0wC3htGCqRNJkk26zJG4vF,Where Would You Be,Yaw,45,2H2VPzHjRt0w1FTZqI8W2p,Magnificent Sampler,2008-12-01,Neo-Soul / Soulful R&B,4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,0.377,0.284,4,-9.74,Minor,0.0368,0.678,4.14e-5,0.0988,0.168,95.381,254640,4.244
6Y2ggbpWRZ4R1gKt4JsQ31,Laura's Song 2 (feat. Von Pea & Che Grand),Donwill,20,48WNot0trMZzhpHJkj8LOM,One Word No Space,2019-07-19,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.573,0.503,1,-17.046,Major,0.306,0.256,0,0.898,0.829,85.948,188135,3.1355833333333334
5ujxa8Vbpure9NhencrpyA,Tres Deseos (Three Wishes),ITA - CACHAO,37,1wXWeF4U9kpTYcBNBa1udG,Abriendo Puertas,1995-08-03,This Is Gloria Estefan,37i9dQZF1DXarsfY89zXC6,latin,latin pop,0.84,0.899,5,-8.179,Major,0.0593,0.363,0,0.0167,0.971,130.942,212373,3.53955
3IP6ntAkJdWfUMCT66Wgip,Granada,500 Year Flood,15,5uTIbNxFZO5vf1ZjqcbMQg,Granada,2019-10-11,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,0.599,0.423,8,-7.075,Major,0.0914,0.208,8.34e-4,0.0773,0.893,139.636,221942,3.6990333333333334
6e4upSHc7KQEFqBsmV6zUS,Won't Cope with It,Alina Amuri,8,0dCingwTMXrutZ5DZaq26r,Chasing Traces,2018-05-18,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.724,0.509,11,-9.312,Minor,0.0422,0.00686,0.0144,0.115,0.427,148.051,172320,2.872
41qoqo02xkK6F9pnJT2FLo,Free My Love,Intonation,0,3gZCC6m1veKIFeQ49PALAB,Ladies of Freestyle 2,2001-08-07,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.776,0.875,1,-5.717,Major,0.0528,0.0776,0.19,0.338,0.902,123.502,283867,4.731116666666667
1Roxb5PucuEVW34lGHRhMY,BLUE,Zaia,3,5Xxx5CEY3kOdYzIHyxfkYo,BLUE,2019-03-29,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.833,0.807,8,-4.187,Major,0.0552,0.00722,0.0644,0.119,0.926,115.954,137183,2.286383333333333
02SYyUomra8IVpvSqNWR5s,Hiding,STLN,33,38U1hCAP648DoEhZVdeOV4,Hiding,2020-01-10,Big Room House / Bigroom,2EnVd4ugXUybVQoQrarICY,edm,big room,0.768,0.769,5,-8.019,Minor,0.0655,0.039,0.00285,0.108,0.546,126.014,156038,2.600633333333333
2Vr9ZMdhXKcpuwG3CDieuD,Poor Who Die,Tight Rhymes,41,52KdSAP5IqwaWogVWFdns6,Poor Who Die,2019-11-12,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,0.683,0.794,11,-3.391,Major,0.0777,0.783,8.73e-5,0.1,0.683,149.59,158813,2.6468833333333333
0Js9hB2I66nJliPIJxzn2R,Higher Ground,TNGHT,55,4e0s9NinQo02X4exDDmW65,TNGHT,2012-07-23,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,0.711,0.761,6,-7.267,Major,0.233,0.598,0.127,0.134,0.526,160.738,199343,3.3223833333333332
4yI3UxqUZPbmHMUb9s2dPa,Bien Loco,Nova,1,4viKeqbebTCXRufhzxkdUU,Bien Loco,2009-06-26,REGGAETON VIEJO,31hG19URdBvLEpQWKFYfdD,latin,reggaeton,0.721,0.82,10,-4.568,Major,0.344,0.41,0,0.111,0.751,169.951,217836,3.6306
2OgY6eAw7bnNwJLWPEtFLB,The Colours of My Life,Millenium,7,3OKQTVzkr8PfuHnElS56Fg,44 Minutes,2017-09-22,Progressive Rock / Metal - Rock /Metal  Progresivo,7GhTpb4eOp6403Bmgqz3db,rock,album rock,0.538,0.345,0,-14.269,Major,0.0306,0.204,0.0247,0.0349,0.177,139.831,313813,5.230216666666666
3wnjAXKdsFmtKvDcYSysjd,Sidewalk Talk,Jellybean,33,4j0MYI9wBcrZfhwck4bMrO,Lost Hits Of The 80's (All Original Artists & Versions),2010-01-01,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.829,0.808,10,-10.874,Major,0.0455,0.108,2.58e-6,0.405,0.945,115.347,241627,4.027116666666666
5mLBgcrYdkJo7bo9s4vXVL,Fuck Everybody,Steel Panther,45,2M2jnNo8J75RsNoJlBaPdM,Heavy Metal Rules,2019-09-27,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.53,0.965,8,-3.612,Major,0.0953,0.00223,0,0.14,0.489,144.068,220016,3.666933333333333
3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),Felix Jaehn,72,2S56F6bIk01HboGbJJJ1IQ,I,2018-02-16,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.778,0.566,2,-6.959,Minor,0.0311,0.672,1.97e-4,0.0698,0.479,117.971,186147,3.10245
3gicyfiEVMGONgzygpWjNT,Grip,Seeb,73,1TwCR17ZsRgWTo00mmlzqq,Grip,2018-12-06,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,0.598,0.904,4,-2.293,Major,0.0507,0.331,0,0.264,0.503,138.091,198075,3.30125
3mIkPJ47lUFnc9KRO635KE,The Sparrows And The Nightingales,Wolfsheim,46,0hgVhj0G5OWzGEMjf2AIDk,The Sparrows And The Nightingales,1991-07-15,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.634,0.543,2,-13.521,Major,0.0324,0.0169,0.00127,0.315,0.441,121.931,405291,6.75485
5GVQ5CPjpObWCbWnxtxzdV,I Think of You,Sandra Lynn,42,3Vzd5oIvB5oP3aY4heoD9c,I Think of You,2019-09-13,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.505,0.598,6,-6.654,Major,0.0302,0.297,1.66e-5,0.082,0.226,76.001,188587,3.143116666666667
1qXLj4ywjsA0hGmaibmnn3,Throw Some D's Remix,Rich Boy,47,2rc1SMjRPvuZnlqQEtI6F9,Rich Boy,2007-01-01,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.681,0.727,1,-5.086,Minor,0.323,0.0168,0,0.074,0.347,160.882,351053,5.850883333333333
2f9DXoTIgCp7XroN5jY3qc,Out of Sight,N3WPORT,49,2hJDPIRv0gwSv067RSAKdh,Out of Sight,2019-12-20,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.366,0.762,2,-3.434,Minor,0.0684,0.129,1.77e-4,0.295,0.204,170.178,173647,2.8941166666666667
41v56RunWqxgqTD4H2cwOD,Key Largo,Bertie Higgins,46,1oTKUovzcvwQUihOnE9MZq,The Essential Playlist,2014-07-23,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.503,0.659,0,-6.829,Major,0.0356,0.443,0,0.153,0.33,101.668,198947,3.3157833333333335
5xq7pQlWzS8MKCbeU6PVnI,Dame Un Besito (feat. Chino & Nacho),Fainal,48,6iwUNRnVcbAvfStGW1vpxF,Superfainal,2010-05-18,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.77,0.804,9,-5.196,Major,0.0296,0.178,0.00165,0.154,0.858,115.956,186464,3.1077333333333335
5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,Howie Day,69,5OmZitvmVXYsjEXkTD3P6Y,Stop All The World Now (SPECIAL EDITION VERSION),2003-11-04,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.582,0.253,10,-11.43,Major,0.0259,0.827,2.95e-5,0.091,0.294,90.184,277000,4.616666666666666
37OjKpGDZngkru4ToHVz4V,Impreza,Sobel,53,7kplMtuK06LmquwvLsflcL,Impreza,2019-11-23,Generacja Hip Hop,37i9dQZF1DWXJnyndhASBe,rap,hip hop,0.92,0.363,11,-11.92,Major,0.0933,0.028,0.0118,0.0854,0.558,120.002,165747,2.76245
0w7HY9VhJF5KHPqhOyY6Sg,Aspen,Nokiaa,56,6Bf2QKCG3uhFCLQGPo1NSe,Aspen,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.828,0.412,8,-14.672,Minor,0.128,0.0844,0.894,0.126,0.19,110.054,114545,1.9090833333333332
