taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
VRUB,6372,N,M,RASALHAGUE,N,368,1990-04-20,4,NA,CB,Duke Lemur Center,3,103,1990-01-07,1,5587,CYNTHIA,VRUB,1981-03-30,8.78,5629,PHOENIX,VRUB,1981-05-19,8.64,2018-10-22,28.53,NA,NA,28.53,NA,NA,2593,1992-02-26,2,677,96.71,22.26,22,1.85,173,50,3.46,9735,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6376,N,F,EUNOMIA,N,372,1990-04-28,4,NA,CB,Duke Lemur Center,3,103,1990-01-15,1,5630,HIMALIA,VRUB,1981-05-19,8.67,5827,NOVA,VRUB,1980-05-11,9.69,1999-09-10,9.38,NA,NA,9.38,NA,NA,3750,1994-12-13,12,1690,241.43,55.56,55,4.63,50,104,0.48,1732,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6377,N,F,NUNKI,N,373,1990-04-28,4,NA,CB,Duke Lemur Center,3,103,1990-01-15,1,5630,HIMALIA,VRUB,1981-05-19,8.67,5827,NOVA,VRUB,1980-05-11,9.69,2011-12-23,21.67,NA,NA,21.67,NA,NA,4550,1992-11-18,11,935,133.57,30.74,30,2.56,804,377,2.13,6974,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6378,N,F,DIPHDA,N,374,1990-04-28,4,NA,CB,Duke Lemur Center,3,103,1990-01-15,1,5630,HIMALIA,VRUB,1981-05-19,8.67,5827,NOVA,VRUB,1980-05-11,9.69,2010-02-15,19.82,NA,NA,19.82,NA,NA,2800,1996-04-16,4,2180,311.43,71.67,71,5.97,-450,132,-3.41,5053,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6379,N,M,HERCULES,N,378,1990-04-29,4,NA,CB,Duke Lemur Center,3,103,1990-01-16,1,5900,CARME,VRUB,1984-04-29,5.72,5698,HERMES,VRUB,1982-05-08,7.7,2004-08-03,14.27,NA,NA,14.27,NA,NA,2924,1991-12-05,12,585,83.57,19.23,19,1.6,990,421,2.35,4625,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6380,N,F,ENIF,N,379,1990-04-29,4,NA,CB,Duke Lemur Center,3,103,1990-01-16,1,5900,CARME,VRUB,1984-04-29,5.72,5698,HERMES,VRUB,1982-05-08,7.7,2008-08-19,18.32,NA,NA,18.32,NA,NA,2470,1991-01-28,1,274,39.14,9.01,9,0.75,336,110,3.05,6413,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6381,N,F,SABIK,N,380,1990-04-29,4,NA,CB,Duke Lemur Center,3,103,1990-01-16,1,5900,CARME,VRUB,1984-04-29,5.72,5698,HERMES,VRUB,1982-05-08,7.7,2006-11-20,16.57,NA,NA,16.57,NA,NA,3340,1993-04-21,4,1088,155.43,35.77,35,2.98,-300,168,-1.79,4961,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6398,N,F,PAULINA,N,147,1991-01-24,1,NA,CB,Duke Lemur Center,1,160,1990-08-17,8,6108,FLAVIA,PCOQ,1982-07-01,8.13,597,NIGEL,PCOQ,1972-02-10,18.53,2006-08-29,15.61,NA,NA,15.61,11,NA,3660,2000-02-08,2,3302,471.71,108.56,108,9.05,-300,5,-60,2394,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6399,N,M,MAXIMIAN,N,148,1991-03-09,3,NA,CB,Duke Lemur Center,1,160,1990-09-30,9,6109,OCTAVIA,PCOQ,1982-07-01,8.25,5945,HADRIAN,PCOQ,1982-07-01,8.25,1992-07-27,1.39,NA,NA,1.39,NA,NA,547,1991-06-17,6,100,14.29,3.29,3,0.27,-11,4,-2.75,406,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
ERUF,6400,N,M,CARMINE,N,1374,1991-03-11,3,NA,CB,Duke Lemur Center,1,120,1990-11-11,11,6055,FLARE,ERUF,1986-03-19,4.65,MULT5,NA,NA,NA,NA,2003-09-07,12.5,NA,NA,12.5,NA,NA,2040,1995-12-13,12,1738,248.29,57.14,57,4.76,183,701,0.26,2825,1.55,adult,NP,NA,NA,NA,NA,NA,NA
ERUF,6401,N,F,RADISH,N,1375,1991-03-12,3,NA,CB,Duke Lemur Center,1,120,1990-11-12,11,4507,ROUGE,ERUF,1977-02-27,13.72,MULT4,NA,NA,NA,NA,NA,NA,NA,27.82,27.82,2,NA,1680,1995-10-18,10,1681,240.14,55.27,55,4.61,60,57,1.05,NA,1.55,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6422,N,M,DORADO,N,406,1991-04-14,4,NA,CB,Duke Lemur Center,3,103,1991-01-01,1,5630,HIMALIA,VRUB,1981-05-19,9.63,MULT2,NA,NA,NA,NA,NA,NA,NA,14.36,14.36,NA,NA,3630,1994-05-31,5,1143,163.29,37.58,37,3.13,460,85,5.41,NA,1.65,young_adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6423,N,F,DENEBOLA,N,407,1991-04-14,4,NA,CB,Duke Lemur Center,3,103,1991-01-01,1,5630,HIMALIA,VRUB,1981-05-19,9.63,MULT2,NA,NA,NA,NA,2009-03-04,17.9,NA,NA,17.9,NA,NA,3890,1995-02-22,2,1410,201.43,46.36,46,3.86,360,62,5.81,5124,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6424,N,F,DEMBOWSKA,N,408,1991-04-14,4,NA,CB,Duke Lemur Center,3,103,1991-01-01,1,5630,HIMALIA,VRUB,1981-05-19,9.63,MULT2,NA,NA,NA,NA,2008-04-19,17.03,NA,NA,17.03,NA,NA,3540,1995-06-27,6,1535,219.29,50.47,50,4.21,30,154,0.19,4680,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6428,N,M,WOLF 359,N,411,1991-04-26,4,NA,CB,Duke Lemur Center,2,103,1991-01-13,1,5587,CYNTHIA,VRUB,1981-03-30,9.8,5629,PHOENIX,VRUB,1981-05-19,9.66,2013-09-06,22.38,NA,NA,22.38,NA,NA,3430,1995-08-23,8,1580,225.71,51.95,51,4.33,-410,57,-7.19,6589,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6437,N,F,ALUDRA,N,433,1991-05-20,5,NA,CB,Duke Lemur Center,1,103,1991-02-06,2,6205,Galaxy,VRUB,1984-10-01,6.35,6206,Comet,VRUB,1984-10-01,6.35,NA,NA,NA,27.15,27.15,1,NA,3520,1995-05-02,5,1443,206.14,47.44,47,3.95,-70,5,-14,NA,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6446,N,M,TOROS,N,442,1991-06-17,6,NA,CB,Duke Lemur Center,2,103,1991-03-06,3,6203,STAR,VRUB,1984-10-01,6.43,5768,CASTOR,VRUB,1983-04-16,7.89,2014-01-06,22.57,NA,NA,22.57,3,NA,3580,1996-05-14,5,1793,256.14,58.95,58,4.91,-230,27,-8.52,6446,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6447,N,F,PIAZZIA,N,443,1991-06-17,6,NA,CB,Duke Lemur Center,2,103,1991-03-06,3,6203,STAR,VRUB,1984-10-01,6.43,5768,CASTOR,VRUB,1983-04-16,7.89,2014-05-28,22.96,NA,NA,22.96,NA,NA,3180,1995-11-02,11,1599,228.43,52.57,52,4.38,10,35,0.29,6782,1.65,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6450,N,M,VALENTINIAN,N,149,1991-11-02,11,NA,CB,Duke Lemur Center,1,160,1991-05-26,5,5703,CORNELIA,PCOQ,1977-07-01,13.91,5944,TRAJAN,PCOQ,1980-07-01,10.91,2012-01-30,20.26,NA,NA,20.26,7,NA,3960,1995-03-08,3,1222,174.57,40.18,40,3.35,-60,35,-1.71,6172,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
ERUF,6455,N,M,RED BARON,N,1397,1992-03-01,3,NA,CB,Duke Lemur Center,1,120,1991-11-02,11,5783,RED LAKE,ERUF,1983-04-24,8.53,MULT3,NA,NA,NA,NA,NA,NA,NA,26.85,26.85,NA,NA,2050,1996-05-07,5,1528,218.29,50.24,50,4.19,290,83,3.49,NA,1.55,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6456,N,F,CRISPINA,N,151,1992-03-02,3,NA,CB,Duke Lemur Center,1,160,1991-09-24,9,6108,FLAVIA,PCOQ,1982-07-01,9.24,597,NIGEL,PCOQ,1972-02-10,19.63,1995-06-07,3.27,NA,NA,3.27,NA,NA,3420,1995-03-29,3,1122,160.29,36.89,36,3.07,-20,2,-10,70,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
ERUF,6459,N,F,ROSELLA,N,1398,1992-03-08,3,NA,CB,Duke Lemur Center,1,120,1991-11-09,11,6055,FLARE,ERUF,1986-03-19,5.65,MULT5,NA,NA,NA,NA,2015-02-05,22.93,NA,NA,22.93,2,NA,2360,2001-11-27,11,3551,507.29,116.75,116,9.73,-230,20,-11.5,4818,1.55,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6492,N,M,MIRFAK,N,460,1992-05-08,5,NA,CB,Duke Lemur Center,2,103,1992-01-26,1,6205,Galaxy,VRUB,1984-10-01,7.32,6206,Comet,VRUB,1984-10-01,7.32,1994-11-19,2.53,NA,NA,2.53,NA,NA,2610,1993-03-10,3,306,43.71,10.06,10,0.84,50,56,0.89,619,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6493,N,F,MURZIM,N,461,1992-05-08,5,NA,CB,Duke Lemur Center,2,103,1992-01-26,1,6205,Galaxy,VRUB,1984-10-01,7.32,6206,Comet,VRUB,1984-10-01,7.32,2010-04-14,17.95,NA,NA,17.95,2,NA,3720,1996-12-06,12,1673,239,55,55,4.58,250,233,1.07,4877,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6494,N,F,IRIS,N,462,1992-05-11,5,NA,CB,Duke Lemur Center,3,103,1992-01-29,1,5587,CYNTHIA,VRUB,1981-03-30,10.84,5629,PHOENIX,VRUB,1981-05-19,10.7,2017-02-03,24.75,NA,NA,24.75,NA,NA,2530,1999-08-17,8,2654,379.14,87.25,87,7.27,20,50,0.4,6380,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6495,N,F,JETHYS,N,463,1992-05-11,5,NA,CB,Duke Lemur Center,3,103,1992-01-29,1,5587,CYNTHIA,VRUB,1981-03-30,10.84,5629,PHOENIX,VRUB,1981-05-19,10.7,2018-11-08,26.51,NA,NA,26.51,NA,NA,2020,1993-05-12,5,366,52.29,12.03,12,1,140,65,2.15,9311,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6496,N,M,SAGITTARIUS,N,464,1992-05-11,5,NA,CB,Duke Lemur Center,3,103,1992-01-29,1,5587,CYNTHIA,VRUB,1981-03-30,10.84,5629,PHOENIX,VRUB,1981-05-19,10.7,NA,NA,NA,26.42,26.42,NA,NA,1890,1992-10-27,10,169,24.14,5.56,5,0.46,1290,98,13.16,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6517,N,F,PULCHRA,N,153,1993-02-28,2,NA,CB,Duke Lemur Center,1,160,1992-09-21,9,5703,CORNELIA,PCOQ,1977-07-01,15.24,5944,TRAJAN,PCOQ,1980-07-01,12.23,2007-12-15,14.8,NA,NA,14.8,13,NA,4620,1996-07-25,7,1243,177.57,40.87,40,3.41,280,71,3.94,4160,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6518,N,M,Julian,Y,154,1993-03-04,3,NA,CB,Duke Lemur Center,1,160,1992-09-25,9,6108,FLAVIA,PCOQ,1982-07-01,10.24,597,NIGEL,PCOQ,1972-02-10,20.64,NA,NA,25.95,NA,25.95,14,NA,4180,1996-11-12,11,1349,192.71,44.35,44,3.7,50,14,3.57,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
ERUF,6526,N,M,RED OAK,N,1422,1993-03-14,3,NA,CB,Duke Lemur Center,1,120,1992-11-14,11,5783,RED LAKE,ERUF,1983-04-24,9.57,MULT3,NA,NA,NA,NA,2017-08-09,24.42,NA,NA,24.42,NA,NA,2070,2001-05-29,5,2998,428.29,98.56,98,8.21,70,43,1.63,5916,1.55,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6538,N,F,Drusilla,Y,156,1993-04-06,4,NA,CB,Duke Lemur Center,1,160,1992-10-28,10,6109,OCTAVIA,PCOQ,1982-07-01,10.33,5945,HADRIAN,PCOQ,1982-07-01,10.33,NA,NA,25.85,NA,25.85,16,NA,4440,1999-10-27,10,2395,342.14,78.74,78,6.56,220,57,3.86,NA,2.64,adult,P,160,1999-09-04,2000-02-11,107,0.66875,1
PCOQ,6560,N,M,SEVERUS,N,157,1993-09-11,9,NA,CB,Duke Lemur Center,1,160,1993-04-04,4,6273,LUCIA,PCOQ,1989-03-15,4.06,6333,CONSTANTINE,PCOQ,1989-12-28,3.27,1994-12-26,1.29,NA,NA,1.29,NA,NA,370,1993-11-23,11,73,10.43,2.4,2,0.2,140,27,5.19,398,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
ERUF,6566,N,F,CRANBERRY,N,1432,1994-02-22,2,NA,CB,Duke Lemur Center,1,120,1993-10-25,10,5841,BARBAROSA,ERUF,1984-03-16,9.62,MULT5,NA,NA,NA,NA,NA,NA,NA,2.01,2.01,NA,NA,2020,1995-08-22,8,546,78,17.95,17,1.5,1212,404,3,NA,1.55,IJ,NP,NA,NA,NA,NA,NA,NA
ERUF,6581,N,F,REDWOOD,N,1433,1994-04-07,4,NA,CB,Duke Lemur Center,2,120,1993-12-08,12,5783,RED LAKE,ERUF,1983-04-24,10.63,MULT6,NA,NA,NA,NA,NA,NA,NA,24.67,24.67,NA,NA,567,1994-07-13,7,97,13.86,3.19,3,0.27,NA,NA,NA,NA,1.55,IJ,NP,NA,NA,NA,NA,NA,NA
ERUF,6582,N,F,STRAWBERRY,N,1434,1994-04-07,4,NA,CB,Duke Lemur Center,2,120,1993-12-08,12,5783,RED LAKE,ERUF,1983-04-24,10.63,MULT6,NA,NA,NA,NA,NA,NA,NA,13.41,13.41,NA,NA,2100,1999-11-10,11,2043,291.86,67.17,67,5.6,60,27,2.22,NA,1.55,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6583,N,M,Jovian,N,160,1994-04-10,4,NA,CB,Duke Lemur Center,1,160,1993-11-01,11,6108,FLAVIA,PCOQ,1982-07-01,11.35,597,NIGEL,PCOQ,1972-02-10,21.74,2014-11-10,20.6,NA,NA,20.6,12,NA,3930,2004-03-30,3,3642,520.29,119.74,119,9.98,-10,42,-0.24,3877,2.64,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6590,N,M,Minias,Y,578,1994-04-26,4,NA,CB,Duke Lemur Center,2,103,1994-01-13,1,6203,STAR,VRUB,1984-10-01,9.29,6241,TROMDENUS,VRUB,1988-04-30,5.71,NA,NA,24.8,NA,24.8,3,NA,3140,1995-11-30,11,583,83.29,19.17,19,1.6,-90,63,-1.43,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6591,N,M,THETIS,N,579,1994-04-26,4,NA,CB,Duke Lemur Center,2,103,1994-01-13,1,6203,STAR,VRUB,1984-10-01,9.29,6241,TROMDENUS,VRUB,1988-04-30,5.71,NA,NA,NA,24.71,24.71,NA,NA,3820,1997-09-23,9,1246,178,40.96,40,3.41,50,83,0.6,NA,1.65,adult,NP,NA,NA,NA,NA,NA,NA
VRUB,6592,N,M,CHAMAELEON,N,581,1994-05-02,5,NA,CB,Duke Lemur Center,2,103,1994-01-19,1,6205,Galaxy,VRUB,1984-10-01,9.31,6206,Comet,VRUB,1984-10-01,9.31,NA,NA,NA,24.67,24.67,5,NA,2690,1994-09-20,9,141,20.14,4.64,4,0.39,NA,NA,NA,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6593,N,M,HYDRUS,N,582,1994-05-02,5,NA,CB,Duke Lemur Center,2,103,1994-01-19,1,6205,Galaxy,VRUB,1984-10-01,9.31,6206,Comet,VRUB,1984-10-01,9.31,2000-03-21,5.89,NA,NA,5.89,NA,NA,3610,1995-10-12,10,528,75.43,17.36,17,1.45,130,245,0.53,1622,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6608,N,M,OTHO,N,161,1994-09-12,9,NA,CB,Duke Lemur Center,1,160,1994-04-05,4,6273,LUCIA,PCOQ,1989-03-15,5.06,6333,CONSTANTINE,PCOQ,1989-12-28,4.27,2010-06-22,15.79,NA,NA,15.79,2,NA,2860,1996-05-31,5,627,89.57,20.61,20,1.72,-160,30,-5.33,5135,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6610,N,M,NERO,N,162,1994-12-04,12,NA,CB,Duke Lemur Center,1,160,1994-06-27,6,6110,MARCELLA,PCOQ,1984-07-01,9.99,6207,Tiberius,PCOQ,1988-01-20,6.44,2008-04-02,13.34,NA,NA,13.34,6,NA,3330,1999-07-06,7,1675,239.29,55.07,55,4.59,-210,21,-10,3193,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
ERUF,6612,N,F,POINSETTA,N,1484,1995-02-26,2,NA,CB,Duke Lemur Center,1,120,1994-10-29,10,5841,BARBAROSA,ERUF,1984-03-16,10.63,MULT3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1400,1995-09-28,9,214,30.57,7.04,7,0.59,430,37,11.62,NA,1.55,IJ,NP,NA,NA,NA,NA,NA,NA
ERUF,6615,N,M,Cardinal II,Y,1486,1995-03-15,3,NA,CB,Duke Lemur Center,1,120,1994-11-15,11,5783,RED LAKE,ERUF,1983-04-24,11.57,MULT6,NA,NA,NA,NA,NA,NA,23.92,NA,23.92,1,NA,2380,2002-09-19,9,2745,392.14,90.25,90,7.52,200,48,4.17,NA,1.55,adult,NP,NA,NA,NA,NA,NA,NA
ERUF,6618,N,F,BEET,N,1487,1995-03-19,3,NA,CB,Duke Lemur Center,1,120,1994-11-19,11,6459,ROSELLA,ERUF,1992-03-08,2.7,MULT6,NA,NA,NA,NA,NA,NA,NA,17.92,17.92,NA,NA,1271,1995-12-13,12,269,38.43,8.84,8,0.74,-19,28,-0.68,NA,1.55,IJ,NP,NA,NA,NA,NA,NA,NA
ERUF,6624,N,F,Redbay,Y,1488,1995-03-24,3,NA,CB,Duke Lemur Center,1,120,1994-11-24,11,6055,FLARE,ERUF,1986-03-19,8.69,MULT6,NA,NA,NA,NA,NA,NA,23.89,NA,23.89,1,NA,2080,2002-03-26,3,2559,365.57,84.13,84,7.01,0,67,0,NA,1.55,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6625,N,M,FLAVIA-B,N,164,1995-03-25,3,NA,CB,Duke Lemur Center,1,160,1994-10-16,10,6108,FLAVIA,PCOQ,1982-07-01,12.3,597,NIGEL,PCOQ,1972-02-10,22.7,1995-04-18,0.07,NA,NA,0.07,NA,NA,150,1995-04-11,4,17,2.43,0.56,0,0.05,23,7,3.21,7,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6628,N,F,GALERIA,N,165,1995-04-06,4,NA,CB,Duke Lemur Center,1,160,1994-10-28,10,6273,LUCIA,PCOQ,1989-03-15,5.62,6333,CONSTANTINE,PCOQ,1989-12-28,4.84,1995-06-21,0.21,NA,NA,0.21,NA,NA,190,1995-05-03,5,27,3.86,0.89,0,0.07,62,15,4.13,49,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6633,N,F,Pyxis II,Y,601,1995-04-29,4,NA,CB,Duke Lemur Center,1,103,1995-01-16,1,6205,Galaxy,VRUB,1984-10-01,10.3,6206,Comet,VRUB,1984-10-01,10.3,NA,NA,23.79,NA,23.79,18,NA,3020,2003-12-01,12,3138,448.29,103.17,103,8.6,-420,83,-5.06,NA,1.65,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6650,N,M,Gordian,Y,166,1995-12-17,12,NA,CB,Duke Lemur Center,1,160,1995-07-10,7,6273,LUCIA,PCOQ,1989-03-15,6.32,6333,CONSTANTINE,PCOQ,1989-12-28,5.53,NA,NA,23.16,NA,23.16,3,NA,3600,2005-11-07,11,3613,516.14,118.78,118,9.9,-20,21,-0.95,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6653,N,M,DIOCLETIAN,N,169,1996-02-19,2,NA,CB,Duke Lemur Center,1,160,1995-09-12,9,6108,FLAVIA,PCOQ,1982-07-01,13.21,597,NIGEL,PCOQ,1972-02-10,23.6,1996-04-09,0.14,NA,NA,0.14,NA,NA,144,1996-04-01,4,42,6,1.38,1,0.12,10,1,10,8,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
ERUF,6663,N,M,RED WING,N,1498,1996-03-22,3,NA,CB,Duke Lemur Center,1,120,1995-11-23,11,5783,RED LAKE,ERUF,1983-04-24,12.59,MULT6,NA,NA,NA,NA,NA,NA,NA,11.45,11.45,NA,NA,1780,1997-08-08,8,504,72,16.57,16,1.38,70,121,0.58,NA,1.55,IJ,NP,NA,NA,NA,NA,NA,NA
ERUF,6666,N,F,RED DEVIL,N,1499,1996-03-26,3,NA,CB,Duke Lemur Center,1,120,1995-11-27,11,6459,ROSELLA,ERUF,1992-03-08,3.72,MULT6,NA,NA,NA,NA,NA,NA,NA,19.14,19.14,NA,NA,2400,1999-12-28,12,1372,196,45.11,45,3.76,360,70,5.14,NA,1.55,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6667,N,M,DOMITIAN,N,170,1996-03-26,3,NA,CB,Duke Lemur Center,1,160,1995-10-18,10,6517,PULCHRA,PCOQ,1993-02-28,2.64,6207,Tiberius,PCOQ,1988-01-20,7.75,1996-07-28,0.34,NA,NA,0.34,NA,NA,410,1996-06-18,6,84,12,2.76,2,0.23,42,5,8.4,40,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6684,N,M,Hunter,Y,617,1996-05-17,5,NA,CB,Duke Lemur Center,3,103,1996-02-04,2,6203,STAR,VRUB,1984-10-01,11.35,6241,TROMDENUS,VRUB,1988-04-30,7.77,NA,NA,22.74,NA,22.74,16,NA,2880,1997-04-18,4,336,48,11.05,11,0.92,-10,22,-0.45,NA,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
VRUB,6685,N,F,UNICORN,N,618,1996-05-17,5,NA,CB,Duke Lemur Center,3,103,1996-02-04,2,6203,STAR,VRUB,1984-10-01,11.35,6241,TROMDENUS,VRUB,1988-04-30,7.77,2017-10-26,21.46,NA,NA,21.46,4,NA,2910,1997-04-18,4,336,48,11.05,11,0.92,160,22,7.27,7496,1.65,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6690,N,F,FAUSTINA,N,171,1996-12-08,12,NA,CB,Duke Lemur Center,1,160,1996-07-01,7,6398,PAULINA,PCOQ,1991-01-24,5.44,6450,VALENTINIAN,PCOQ,1991-11-02,4.67,2009-07-20,12.62,NA,NA,12.62,11,NA,511,1997-03-14,3,96,13.71,3.16,3,0.26,3,1,3,4511,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6692,N,F,ALEXIANUS,N,172,1996-12-17,12,NA,CB,Duke Lemur Center,1,160,1996-07-10,7,6110,MARCELLA,PCOQ,1984-07-01,12.03,5944,TRAJAN,PCOQ,1980-07-01,16.04,2005-05-26,8.44,NA,NA,8.44,3,NA,2400,1997-09-18,9,275,39.29,9.04,9,0.75,200,27,7.41,2807,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6696,N,F,Avita,N,174,1997-02-24,2,NA,CB,Duke Lemur Center,1,160,1996-09-17,9,6273,LUCIA,PCOQ,1989-03-15,7.52,6333,CONSTANTINE,PCOQ,1989-12-28,6.73,1998-07-14,1.38,NA,NA,1.38,NA,NA,2900,1998-07-14,7,505,72.14,16.6,16,1.38,0,1,0,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6723,N,F,LIVIA II,N,176,1998-01-31,1,NA,CB,Duke Lemur Center,1,160,1997-08-24,8,6110,MARCELLA,PCOQ,1984-07-01,13.16,5944,TRAJAN,PCOQ,1980-07-01,17.16,2004-06-24,6.4,NA,NA,6.4,1,NA,4340,2004-01-22,1,2182,311.71,71.74,71,5.98,-20,13,-1.54,154,2.64,adult,P,160,2003-09-11,2004-02-18,27,0.16875,1
PCOQ,6724,N,M,Eugenius,N,177,1998-02-07,2,NA,CB,Duke Lemur Center,1,160,1997-08-31,8,6538,Drusilla,PCOQ,1993-04-06,4.41,6518,Julian,PCOQ,1993-03-04,4.5,1999-07-14,1.43,NA,NA,1.43,NA,NA,740,1998-06-17,6,130,18.57,4.27,4,0.36,-60,1,-60,392,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6727,N,F,Antonia,N,178,1998-02-22,2,NA,CB,Duke Lemur Center,1,160,1997-09-15,9,6398,PAULINA,PCOQ,1991-01-24,6.65,6450,VALENTINIAN,PCOQ,1991-11-02,5.87,2017-05-23,19.26,NA,NA,19.26,4,NA,4260,2001-05-25,5,1188,169.71,39.06,39,3.25,-145,7,-20.71,5842,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6741,N,M,CALIGULA,N,182,1998-12-19,12,NA,CB,Duke Lemur Center,1,160,1998-07-12,7,6273,LUCIA,PCOQ,1989-03-15,9.33,6333,CONSTANTINE,PCOQ,1989-12-28,8.54,NA,NA,20.15,NA,20.15,7,NA,650,1999-03-22,3,93,13.29,3.06,3,0.25,10,6,1.67,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6743,N,F,Pia,N,183,1999-02-15,2,NA,CB,Duke Lemur Center,1,160,1998-09-08,9,6110,MARCELLA,PCOQ,1984-07-01,14.2,5944,TRAJAN,PCOQ,1980-07-01,18.2,2018-10-17,19.68,NA,NA,19.68,10,NA,2100,1999-09-22,9,219,31.29,7.2,7,0.6,490,15,32.67,6965,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6744,N,F,Rupillia,Y,184,1999-02-16,2,NA,CB,Duke Lemur Center,1,160,1998-09-09,9,6108,FLAVIA,PCOQ,1982-07-01,16.2,597,NIGEL,PCOQ,1972-02-10,26.6,NA,NA,19.99,NA,19.99,8,NA,3480,2002-02-07,2,1087,155.29,35.74,35,2.98,-140,19,-7.37,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6747,N,M,Phillip the Arab,N,185,1999-02-24,2,NA,CB,Duke Lemur Center,1,160,1998-09-17,9,6398,PAULINA,PCOQ,1991-01-24,7.65,6450,VALENTINIAN,PCOQ,1991-11-02,6.88,2014-10-09,15.63,NA,NA,15.63,5,NA,3290,2001-06-27,6,854,122,28.08,28,2.34,80,2,40,4852,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
